	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
1	-1.89234365022284	0.187533950274305	-0.159037780132442	-0.361433909000583	0.634025056030734	-1.71542371683997	0.568959983573922	-0.437454050246575	-2.58808775686157	-0.403855460164566
2	-0.159037780132442	-1.89234365022284	1.16018161904088	-3.60776736706281	-2.05138143035529	0.100802379629534	0.230169595866167	0.568959983573922	-0.361433909000583	2.25720461473228
3	1.16018161904088	-0.159037780132442	1.94337624542576	0.100802379629534	1.00114383890844	-0.263996085356504	0.205823184376995	-1.82121183448912	-3.60776736706281	-0.376365463732006
4	1.78433846529332	1.16018161904088	0.57704550633654	-0.0581729009795084	3.10355786446664	0.0148488547944612	0.624778375176431	1.20696702328543	0.100802379629534	-1.37001515240038
5	1.73722712537742	0.414323312892945	0.294500248372461	0.639627229970892	2.36138397162986	0.942712747296591	1.8343450916958	3.72833623964307	-0.0581729009795084	1.39326979427728
6	2.44605068664283	3.07232401867519	-0.685146667946754	2.77705783899239	2.03172737374988	0.19233134943247	3.69648086492763	4.19572906332566	0.639627229970892	-0.963344567857105
7	4.83322803737126	2.12233334875661	0.639627229970892	3.8888122143601	1.76090401869607	-0.341850961386588	2.67135460372077	5.72820823867751	2.77705783899239	-1.28671552012338
8	7.59518861609876	6.32357035624027	3.41668506896328	2.32950364233418	5.47285526734215	-0.162778767851864	4.53796185768846	7.20931646140924	3.8888122143601	1.21267318425887
9	1.96649476836365	1.26966740147177	7.30549728332338	4.3751830898366	1.1011873685062	2.32950364233418	9.36166748170225	1.38996293393907	2.32950364233418	0.886864551229967
10	1.49168425429954	5.1828629619278	9.63500092565757	1.16911711240364	9.27199205168703	6.70468673217078	3.43069101084039	1.27923584925426	4.3751830898366	1.26966740147177
11	1.87483326557603	7.13653474560791	1.40101840154942	1.01353777430112	1.11266851799571	5.54430020224024	1.48162922539273	1.7077866152364	1.16911711240364	5.1828629619278
12	1.66087871489623	8.22681333990748	2.57013551395306	7.02592942763297	1.01665012442897	2.18265488670476	3.29532340470047	3.76341485579208	1.01353777430112	7.13653474560791
13	2.66202917419976	9.81095123480526	3.58367328825418	5.47797829140523	1.7313618716954	8.03946720193409	9.05611732636305	2.03018789873008	7.02592942763297	8.22681333990748
14	2.97614453285719	2.77257231765455	1.06096027158871	1.70955845282971	2.45421709030256	1.25039077190382	1.42352695907336	8.75729129932837	5.47797829140523	1.88670685611683
15	1.18294693901204	1.31134019980338	6.53893856299395	2.67391773097718	1.59314937317949	7.18753674423495	9.64175383453751	7.93219538170779	-2.30450536784722	4.19609927672791
16	2.5544996544052	4.3858810476961	4.23443319514672	1.68292905787725	2.70377169046766	0.369412363129957	0.369412363129957	-0.711355994667731	0.154149374376774	8.64858866649366
17	2.18757439847489	7.09453007647807	4.3885825695235	0.738824726259914	6.44698921801415	1.83707843225402	1.83707843225402	2.85792106484444	-0.549685817051644	4.90944278520283
18	2.11560329881932	1.05694970901553	3.83889675247185	3.67415686450804	9.43407803284282	0.189138909208269	0.189138909208269	5.8973034009625	0.0182272399323369	8.38192269168044
19	1.92566682257035	3.19078024776719	3.85712399240419	0.378277818416539	1.18518034522537	3.69238410444037	3.69238410444037	1.3291202025247	-0.621240807302195	1.26431585815614
20	1.43085488437548	4.49520626303534	3.23588318510199	3.69238410444037	7.11191101749924	-0.242962988885656	-0.242962988885656	4.42106353032736	-0.60078901258473	7.59104374743007
21	1.69665260103956	5.32527213482609	2.63509417251726	-0.242962988885656	9.08780159980484	3.09159509185564	3.09159509185564	9.7470051900165	-0.60078901258473	8.07251779189232

1	1.99511763353727	3.23734825816539	1.78669504362739	-0.655820114367795	-0.54545811887173	0.266750596323318	-1.3835269424243	0.692989576460527	1.60889934963473	-0.589631283406612
2	1.78669504362739	1.99511763353727	-0.439157147560955	2.26186822986059	3.78181267716466	1.23733411890664	-1.13508940227834	-1.3835269424243	-0.655820114367795	-0.120655220941764
3	-0.439157147560955	1.78669504362739	1.47022072742457	1.23733411890664	1.34753789606644	-2.20667911698124	3.66115745622289	2.64672327488632	2.26186822986059	-0.0712171054536827
4	3.25691577105196	-0.439157147560955	0.968381234005269	1.45447833924166	1.03106357986362	1.09721165659762	1.27632079061275	5.00869535228933	1.23733411890664	-0.460202324571013
5	0.529224086444314	2.79671344648095	0.407618240887311	2.37353244721038	4.22529700505723	1.30320764140811	1.80819537419924	2.30738437047637	1.45447833924166	-0.6590259531797
6	3.73355577381258	1.32467647250627	-1.82947855721944	3.11140301560735	0.936842327331625	0.393962753918292	5.02074939111919	6.03349237925647	2.37353244721038	2.77826401406679
7	3.2287536890994	8.88535223508974	2.37353244721038	5.41471214503748	1.90407721659313	0.597527689873597	3.310374774542	5.95759171845081	3.11140301560735	0.07638836548375
8	1.44876383713995	6.4165450701905	5.48493546281773	3.9079024644156	5.60228613630978	-0.0443557220066634	5.01548023220048	8.32585500674248	5.41471214503748	-1.89193218962182
9	1.72581468345638	4.97154379255561	1.08996476078552	4.97112451019382	6.93369929995768	3.9079024644156	1.10169982813473	1.60324785135477	3.9079024644156	-1.19065124451402
10	1.27584477469913	4.44306590335795	4.99786722520112	5.00960229255033	2.8157794442419	8.87902697460942	1.08416017643733	1.1943301592508	4.97112451019382	4.97154379255561
11	2.06979239883641	1.12185130774486	9.96899173539494	9.96318715104674	6.27371199990025	9.98072680274414	1.2796506246986	8.87106413087304	5.00960229255033	4.44306590335795
12	2.75668884963809	1.15224605947447	1.49785940279453	1.12603774274427	2.53529141684623	1.49727894435971	2.12465014434973	1.25629649171492	9.96318715104674	1.12185130774486
13	7.65468336239622	1.38417273084297	1.14610465538413	3.62192908870944	8.1299749962521	1.1089224893791	1.36245163106373	1.2498478567893	1.12603774274427	1.15224605947447
14	1.49591358968072	1.13171398954579	2.2721423981284	2.47137412044283	1.23118044234232	4.74796683145371	1.28779418277058	9.25601273899637	3.62192908870944	2.74662436190669
15	1.1405562642475	8.99618102984265	5.89407148683784	6.0357610142243	2.05186599201659	6.09330320915227	7.32448365149459	4.85310953105176	-0.464068809418418	2.41950817231637
16	3.18105616189632	1.20921766569881	5.43000267741942	1.34177868606469	2.04005486636057	5.57169220480588	5.57169220480588	1.58779718259817	0.505140327223324	1.58565958719188
17	1.8319406983077	4.89541415481846	5.93514300464275	1.11433844096118	1.57705482267198	1.84691901328801	1.84691901328801	2.5451951935839	-0.260163300160948	7.28605019772801
18	2.29098055097461	8.31411056625322	5.6749797044818	3.69383802657602	1.03122788965343	0.854175140800227	0.854175140800227	1.31689152251103	0.243998932549726	6.48216986794552
19	2.73102538570314	1.08490900497776	5.91897863703153	1.70835028160045	9.28285177796744	3.93783695912574	3.93783695912574	6.95020652668496	0.0187017812219726	9.41228463960318
20	2.47933849080418	3.83463617190287	5.9376804182535	3.93783695912574	1.56002105494196	1.72705206282243	1.72705206282243	1.52205321962209	0.93357647098629	1.19916542720104
21	1.31780291118563	7.24755113369334	6.87125688923979	1.72705206282243	9.93907212867977	4.87141343011204	4.87141343011204	8.43127794418175	0.93357647098629	8.01731792533368

1	-1.40116876298626	-0.727408336042065	-1.16247361401955	-1.21782825695304	-0.85585866992933	1.04515047888118	0.415241252378736	-1.84202807833693	-1.09500645558306	1.36515886330528
2	-1.16247361401955	-1.40116876298626	-0.330433600045083	-0.356018284105085	-2.56364237700581	-0.687495628145006	0.509300193375954	0.415241252378736	-1.21782825695304	-0.177948495815644
3	-0.330433600045083	-1.16247361401955	1.45543277401532	-0.687495628145006	-1.49290721406463	-0.40847730368595	-2.74159087282145	-2.05434218362985	-0.356018284105085	2.07121582794956
4	0.292959159995775	-0.330433600045083	0.41796682390819	-3.1500681765074	1.12499917397024	0.916916537915633	0.578308613884932	-4.23449808688608	-0.687495628145006	-0.270019842298536
5	0.0875332238631069	0.0229393176972384	0.576378579543129	1.49522515180057	0.710925983903965	-0.254498046260413	0.167483703526696	1.70330778785517	-3.1500681765074	0.0698041706432507
6	0.686851121103474	-2.99273078200104	1.33294092764982	-0.0870143427337165	0.663911803406236	0.933629487148238	-2.36933802196019	0.878409687430661	1.49522515180057	-2.32488848876459
7	-0.972938733247753	-0.142812215860546	1.49522515180057	-1.43570853481195	2.01979204875329	0.0247685581570329	2.1591369552068	-1.70542621855395	-0.0870143427337165	-2.44662768622193
8	0.379474202692266	-3.5065807622034	1.40821080906685	2.18390551336383	0.522286418552812	-1.4243969978059	1.93277770601957	4.09191466122637	-1.43570853481195	-0.291180306186959
9	0.465009762919546	-1.34741463830664	-0.0274977257450979	0.508380708213677	1.78768501175912	2.18390551336383	-0.913422116259134	1.01935558976044	2.18390551336383	-0.752924382356053
10	-0.401521892918514	1.89599089392733	2.15640778761874	1.2704833971047	0.437512037174449	2.69228622157751	3.97159052512295	3.05816840886382	0.508380708213677	-1.34741463830664
11	3.57394554742561	-1.24055582301148	2.66478849583241	6.66387674670046	1.75488589470022	1.77886410531838	2.21637614249282	4.91748327051107	1.2704833971047	1.89599089392733
12	1.35580458608743	6.74041983845764	3.93527189293711	3.9952402478112	1.30522082076964	7.93436014380516	9.68924603850538	5.24174543429775	6.66387674670046	-1.24055582301148
13	1.47861807422819	6.77912550977642	1.05991486396376	1.76236061823105	1.7226626234116	1.06591169945117	1.19643378152813	7.9690975674701	3.9952402478112	6.74041983845764
14	1.78204389046571	1.89934036702734	5.05515511177496	2.2623454809793	1.83139620435709	5.75760086604225	7.48026348945385	5.7179028712228	1.76236061823105	7.97555929130455
15	2.64547076310057	1.34193041670287	6.81751573000601	1.32378643554961	2.62882620308103	4.02470609921035	5.85610230356744	3.59375682258814	0.442974194409648	9.3796038564812
16	2.73644095054077	1.38099792306943	7.26048992441566	9.88080840277778	2.64610532713863	1.76676062995926	1.76676062995926	3.07180039749067	0.312216733185465	7.64100691467995
17	3.06665047454428	4.42965560679566	7.57270665760113	3.53352125991852	1.48354919024064	1.01930251359632	1.01930251359632	2.95832206032409	0.0179644682866689	3.45997528621415
18	2.30818117986701	8.53357306322294	7.59067112588779	2.03860502719265	1.35976791924695	3.55148572820519	3.55148572820519	1.50151365852731	-1.76144263160657	5.46692258867866
19	2.94894387130542	9.08031161148338	5.82922849428123	7.10297145641037	1.14003659642821	0.277162395586085	0.277162395586085	7.18899641352818	2.18883069916339	1.03236161598216
20	2.62709794450487	1.42180861819522	8.01805919344462	0.277162395586085	1.59671687791148	9.29180215557376	9.29180215557376	9.15809578987283	-0.0816488836263872	1.8735301119761
21	1.5491401225836	3.9672576790737	7.93641030981823	9.29180215557376	1.98032529278223	0.195513511959698	0.195513511959698	9.53312718772972	-0.0816488836263872	1.97900576800154

1	-0.0827311770710646	-0.766015596029234	-0.650565525752958	-0.240302920147477	0.329098833203642	-0.992232733923214	2.23002590803948	1.87005648101077	0.696369295954617	-0.650920002356237
2	-0.650565525752958	-0.0827311770710646	-3.03061279605821	-1.07496391099428	-0.733296702824022	-0.089993146274421	-0.321821169152595	2.23002590803948	-0.240302920147477	0.482712611047686
3	-3.03061279605821	-0.650565525752958	0.38268366732475	-0.089993146274421	-3.68117832181117	-0.759690739127608	-0.250584091776337	-1.05511787197662	-1.07496391099428	-0.505780492233686
4	-0.267881858428208	-3.03061279605821	1.13881397471573	-1.01027483090395	-2.64792912873346	-1.88986152016027	-4.18695881404486	-3.93176241358751	-0.089993146274421	1.26973776008719
5	-1.89179882134248	1.00185590165898	0.346521535248488	-6.07682033420513	0.870932116287523	0.442081531843114	-1.46818451492069	-6.83488794277832	-1.01027483090395	-1.55789447201071
6	-0.543421384435013	-4.45996812425714	-1.8203936326253	-1.02610298307758	-1.54527728609399	-0.841111068564228	-1.69723718662713	-0.597252398633172	-6.07682033420513	-0.284602732158809
7	-6.82378314131745	-6.90484445079895	-6.07682033420513	-2.53834825519136	-2.36381501706031	0.0201258766697978	-7.62209762029912	-3.24251447272113	-1.02610298307758	1.66975476251171
8	-1.98054479263215	-6.18013136188332	-7.10292331728271	-7.60197174362933	-1.29006034755226	-1.28744861229969	-3.38991800013789	-1.1012015620437	-2.53834825519136	-0.800714080753296
9	-2.28655712154275	-5.31960712857681	-9.64127157247407	-4.67736661243758	-9.08346810991486	-7.60197174362933	-3.82840860274362	-7.21832660288151	-7.60197174362933	-1.00258681027592
10	-2.19248024350312	-1.0891115675448	-1.72432433161034	-1.14303803463729	-1.19278286940168	-1.22793383560669	-1.66854398535442	-2.05138484562878	-4.67736661243758	-5.31960712857681
11	-1.14685613058724	-1.21894539845175	-6.40169094404792	-2.89647782096111	-3.91680457511346	-5.82040464707488	-7.01318751647656	-7.53869346719368	-1.14303803463729	-1.0891115675448
12	-1.27530818615928	-3.37900573276933	-7.54472897868522	-1.28335921635514	-1.61763521093736	-4.0395158555984	-7.95632043071186	-1.20730301262273	-2.89647782096111	-1.21894539845175
13	-1.47013475124207	-5.39073140557214	-1.04412067996463	-1.19958362863103	-1.52858014315174	-4.17983703731625	-5.79747224825362	-4.51411303189847	-1.28335921635514	-3.37900573276933
14	-1.24835761981792	-1.15232311059387	-2.32747989631978	-9.97730928556987	-1.45872112331908	-2.48294284498617	-4.01152298813791	-2.81193935950688	-1.19958362863103	-1.11882036538258
15	-1.98358132658219	-4.71908472442539	-3.5270635249508	-6.49446583312408	-9.98954008601332	-1.11768929142009	-1.263561403752	-2.6583047519501	0.44123224683958	-5.16384609873178
16	-2.31516029115662	-1.14252799028998	-3.08583127811122	-2.38125069517209	-1.4450484993635	-6.0532335862845	-6.0532335862845	-9.54830783917375	0.497358598934766	-5.54141388133781
17	-2.05194177223522	-2.96032968251184	-2.58847267917646	-1.2106467172569	-2.10025329947261	-1.88389209623732	-1.88389209623732	-0.94768990042873	-0.589293123916455	-6.69840297763971
18	-1.73936859250575	-7.48545667490083	-3.17776580309291	-3.76778419247464	-5.58810435184041	-1.79993984117336	-1.79993984117336	-2.68954642338906	-0.97548173501928	-5.43351490266561
19	-2.34038300068131	-1.02003070024259	-4.15324753811219	-3.59987968234671	-7.60668081898772	-4.74326592749392	-4.74326592749392	-9.7413518899526	-1.2267961788418	-1.02608782510935
20	-1.68828946739861	-4.58720987976569	-5.38004371695399	-4.74326592749392	-1.62349824287461	-4.82667586118851	-4.82667586118851	-1.29867245359417	-0.918884669504223	-1.67314446965309
21	-1.75185856054998	-7.19438401666852	-6.29892838645821	-4.82667586118851	-8.36700563794677	-5.66215059699815	-5.66215059699815	-7.92242662933283	-0.918884669504223	-1.16314428640526
